id,first_name,second_name,web_name,team_name,position,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,form,selected_by_percent,transfers_in,transfers_out,ict_index,influence,creativity,threat,bonus,bps,value_season
323,Samuel,Amissah,Amissah,Fulham,DEF,39,0,0,0,0,0,0.0,0.1,3719,9330,0.0,0.0,0.0,0.0,0,0,0.0
324,Alex,Iwobi,Iwobi,Fulham,MID,65,34,631,1,2,1,2.7,1.5,163213,166424,40.4,142.2,207.0,55.0,5,134,5.2
325,Emile,Smith Rowe,Smith Rowe,Fulham,MID,57,13,150,1,0,0,1.0,0.5,37882,94995,11.4,43.0,30.8,40.0,0,41,2.3
326,Adama,Traoré Diarra,Adama,Fulham,MID,52,7,151,0,0,0,1.3,0.2,5639,24000,8.9,15.2,52.1,25.0,0,21,1.3
327,Andreas,Hoelgebaum Pereira,Andreas,Fulham,MID,53,0,0,0,0,0,0.0,0.1,2438,33898,0.0,0.0,0.0,0.0,0,0,0.0
328,Ryan,Sessegnon,Sessegnon,Fulham,MID,54,25,566,1,1,1,4.3,0.1,10683,5432,26.5,127.2,63.8,75.0,2,104,4.6
329,Harry,Wilson,Wilson,Fulham,MID,53,23,518,1,1,1,2.0,0.4,25980,95099,28.1,83.8,92.7,105.0,2,95,4.3
330,Sander,Berge,Berge,Fulham,MID,49,18,688,0,0,1,2.0,0.1,2907,4687,14.9,80.2,55.7,13.0,0,96,3.7
331,Tom,Cairney,Cairney,Fulham,MID,49,6,173,0,0,0,1.3,0.0,797,2509,4.3,3.2,22.0,17.0,0,23,1.2
332,Saša,Lukić,Lukić,Fulham,MID,50,18,548,0,2,1,1.7,0.1,5807,7967,30.6,78.4,191.8,36.0,0,91,3.6
333,Martial,Godo,Godo,Fulham,MID,45,0,0,0,0,0,0.0,0.0,898,5702,0.0,0.0,0.0,0.0,0,0,0.0
334,Luke,Harris,Harris,Fulham,MID,45,0,0,0,0,0,0.0,0.0,0,266,0.0,0.0,0.0,0.0,0,0,0.0
335,Josh,King,King,Fulham,MID,45,14,529,0,0,1,2.0,4.0,684189,315663,21.7,52.6,45.5,125.0,0,56,3.1
336,Harrison,Reed,Reed,Fulham,MID,44,0,0,0,0,0,0.0,0.3,24870,27486,0.0,0.0,0.0,0.0,0,0,0.0
337,Raúl,Jiménez Rodríguez,Raúl,Fulham,FWD,62,14,231,1,0,0,2.7,0.8,39977,200116,10.2,39.8,9.0,60.0,1,42,2.3
338,Rodrigo,Muniz Carvalho,Muniz,Fulham,FWD,54,15,314,1,1,1,0.0,1.2,247359,360451,20.0,58.8,41.7,103.0,3,38,2.8
664,Benjamin,Lecomte,Lecomte,Fulham,GKP,40,0,0,0,0,0,0.0,0.7,7935,24811,0.0,0.0,0.0,0.0,0,0,0.0
727,Samuel,Chukwueze,Chukwueze,Fulham,MID,54,5,33,0,1,0,1.7,0.0,4824,3706,6.1,21.0,25.4,14.0,0,20,0.9
731,Kevin,Santos Lopes de Macedo,Kevin,Fulham,MID,60,4,112,0,0,0,1.0,0.1,20668,14352,9.5,36.0,42.9,16.0,0,25,0.7
737,Jonah,Kusi-Asare,Kusi-Asare,Fulham,FWD,45,0,0,0,0,0,0.0,0.1,7709,3829,0.0,0.0,0.0,0.0,0,0,0.0
339,Illan,Meslier,Meslier,Leeds,GKP,43,0,0,0,0,0,0.0,0.4,7186,45058,0.0,0.0,0.0,0.0,0,0,0.0
340,Alex,Cairns,Cairns,Leeds,GKP,40,0,0,0,0,0,0.0,0.2,3857,8138,0.0,0.0,0.0,0.0,0,0,0.0
341,Karl,Darlow,Darlow,Leeds,GKP,40,10,450,0,0,0,1.3,2.5,88191,130846,10.5,105.0,0.0,0.0,0,55,2.5
342,Jayden,Bogle,Bogle,Leeds,DEF,45,24,702,0,1,2,2.3,0.2,13495,12404,20.1,99.0,45.9,56.0,0,68,5.3
343,Pascal,Struijk,Struijk,Leeds,DEF,45,24,720,0,0,2,1.3,0.4,29350,30700,23.9,148.8,30.5,59.0,2,93,5.3
344,Jaka,Bijol,Bijol,Leeds,DEF,39,0,0,0,0,0,0.0,0.1,7626,15365,0.0,0.0,0.0,0.0,0,0,0.0
345,Sebastiaan,Bornauw,Bornauw,Leeds,DEF,39,0,0,0,0,0,0.0,0.1,4156,5446,0.0,0.0,0.0,0.0,0,0,0.0
346,Sam,Byram,Byram,Leeds,DEF,39,1,7,0,0,0,0.0,0.3,17293,18306,0.0,0.0,0.0,0.0,0,-2,0.3
347,Gabriel,Gudmundsson,Gudmundsson,Leeds,DEF,40,24,697,0,0,2,1.0,5.4,594261,277177,33.1,141.0,148.9,41.0,6,89,6.0
348,Joe,Rodon,Rodon,Leeds,DEF,41,31,720,1,0,2,3.0,5.7,648667,219548,29.7,191.6,18.3,87.0,2,109,7.6
349,Isaac,Schmidt,Schmidt,Leeds,DEF,40,0,0,0,0,0,0.0,0.1,788,13240,0.0,0.0,0.0,0.0,0,0,0.0
350,Brenden,Aaronson,Aaronson,Leeds,MID,54,21,460,0,2,1,3.7,0.1,7616,6880,28.1,69.6,102.5,109.0,0,99,3.9
351,Wilfried,Gnonto,Gnonto,Leeds,MID,52,6,191,0,0,1,0.0,0.1,5387,34349,5.3,15.8,21.4,16.0,0,27,1.2
352,Jack,Harrison,Harrison,Leeds,MID,52,8,195,0,0,0,1.3,0.1,2774,12346,7.7,20.0,32.1,24.0,0,41,1.5
353,Daniel,James,James,Leeds,MID,53,8,236,0,0,1,0.3,0.1,5034,45029,11.9,22.0,59.7,37.0,0,30,1.5
354,Ethan,Ampadu,Ampadu,Leeds,MID,49,17,517,0,0,1,2.0,0.1,6603,8953,15.2,86.0,54.2,11.0,0,88,3.5
355,Sam,Greenwood,Greenwood,Leeds,MID,49,0,0,0,0,0,0.0,0.0,1234,9345,0.0,0.0,0.0,0.0,0,0,0.0
356,Ilia,Gruev,Gruev,Leeds,MID,48,7,193,0,0,1,0.0,0.0,1065,3322,3.5,24.6,8.6,2.0,0,40,1.5
357,Largie,Ramazani,Ramazani,Leeds,MID,49,0,0,0,0,0,0.0,0.0,203,4007,0.0,0.0,0.0,0.0,0,0,0.0
358,Tanaka,Ao,Tanaka,Leeds,MID,48,8,189,0,0,1,1.0,0.1,5773,21751,8.0,15.8,55.5,9.0,0,37,1.7
359,Charlie,Crew,Crew,Leeds,MID,45,0,0,0,0,0,0.0,0.0,0,849,0.0,0.0,0.0,0.0,0,0,0.0
360,Joe,Gelhardt,Gelhardt,Leeds,MID,45,0,0,0,0,0,0.0,0.0,0,2602,0.0,0.0,0.0,0.0,0,0,0.0
361,Darko,Gyabi,Gyabi,Leeds,MID,45,0,0,0,0,0,0.0,0.0,1165,7231,0.0,0.0,0.0,0.0,0,0,0.0
362,Joël,Piroe,Piroe,Leeds,FWD,51,5,162,0,0,1,0.7,0.5,24073,188269,9.1,5.0,12.0,77.0,0,11,1.0
363,Patrick,Bamford,Bamford,Leeds,FWD,49,0,0,0,0,0,0.0,0.5,16144,188812,0.0,0.0,0.0,0.0,0,0,0.0
364,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,Leeds,FWD,50,0,0,0,0,0,0.0,0.0,0,2276,0.0,0.0,0.0,0.0,0,0,0.0
365,Lukas,Nmecha,Nmecha,Leeds,FWD,50,13,171,1,0,1,1.0,0.7,115398,101366,12.3,46.8,11.5,65.0,0,41,2.6
493,Sean,Longstaff,Longstaff,Leeds,MID,49,30,565,1,1,1,6.3,0.9,114744,32891,46.0,161.6,257.3,40.0,3,158,6.1
660,Anton,Stach,Stach,Leeds,MID,51,35,678,1,2,2,2.0,3.3,513985,162530,41.3,132.4,205.8,74.0,3,128,6.9
665,Lucas Estella,Perri,Perri,Leeds,GKP,45,12,270,0,0,2,0.0,0.2,15942,33535,2.9,29.2,0.0,0.0,0,36,2.7
691,Dominic,Calvert-Lewin,Calvert-Lewin,Leeds,FWD,55,20,448,1,1,1,2.0,1.7,277900,87629,31.5,60.6,95.2,163.0,2,55,3.6
698,Noah,Okafor,Okafor,Leeds,MID,55,21,304,2,0,1,3.3,0.2,37213,14880,24.3,97.2,57.5,88.0,3,69,3.8
706,James,Justin,Justin,Leeds,DEF,40,3,18,0,0,0,0.3,0.2,27342,12863,0.6,4.2,0.0,2.0,0,11,0.8
741,Harry,Gray,Gray,Leeds,FWD,45,0,0,0,0,0,0.0,0.0,9588,5803,0.0,0.0,0.0,0.0,0,0,0.0
366,Alisson,Becker,A.Becker,Liverpool,GKP,54,20,540,0,0,2,0.7,6.8,277184,890871,10.7,106.8,0.1,0.0,2,95,3.7
367,Giorgi,Mamardashvili,Mamardashvili,Liverpool,GKP,43,3,180,0,0,0,1.0,0.9,78332,43323,4.6,46.0,0.0,0.0,0,25,0.7
368,Ármin,Pécsi,Pécsi,Liverpool,GKP,39,0,0,0,0,0,0.0,0.4,45778,13748,0.0,0.0,0.0,0.0,0,0,0.0
369,Freddie,Woodman,Woodman,Liverpool,GKP,39,0,0,0,0,0,0.0,0.2,15823,6684,0.0,0.0,0.0,0.0,0,0,0.0
370,Jeremie,Frimpong,Frimpong,Liverpool,DEF,58,7,83,0,1,0,0.7,6.7,183419,2699447,6.6,19.4,17.3,29.0,0,29,1.2
371,Milos,Kerkez,Kerkez,Liverpool,DEF,58,14,600,0,0,1,1.0,4.0,213096,554144,20.8,100.4,79.0,28.0,0,72,2.4
372,Andrew,Robertson,Robertson,Liverpool,DEF,58,2,117,0,0,0,0.3,1.0,18985,88068,16.5,43.8,82.7,38.0,0,21,0.3
373,Virgil,van Dijk,Virgil,Liverpool,DEF,60,32,720,0,0,2,2.0,26.5,1309467,1243792,33.7,256.2,29.4,52.0,4,119,5.3
374,Ibrahima,Konaté,Konaté,Liverpool,DEF,54,27,652,0,0,2,2.3,2.8,218693,294286,25.2,167.6,58.6,25.0,3,110,5.0
375,Conor,Bradley,Bradley,Liverpool,DEF,50,5,296,0,0,0,1.0,0.2,12957,16321,9.9,36.4,42.1,22.0,0,12,1.0
376,Joe,Gomez,Gomez,Liverpool,DEF,49,2,29,0,0,0,0.0,0.1,6473,9744,1.5,14.6,0.5,0.0,0,5,0.4
377,Konstantinos,Tsimikas,Tsimikas,Liverpool,DEF,48,0,0,0,0,0,0.0,0.1,1669,11015,0.0,0.0,0.0,0.0,0,0,0.0
378,Amara,Nallo,Nallo,Liverpool,DEF,39,0,0,0,0,0,0.0,0.1,11905,11917,0.0,0.0,0.0,0.0,0,0,0.0
379,Rhys,Williams,R.Williams,Liverpool,DEF,39,0,0,0,0,0,0.0,0.2,11405,14623,0.0,0.0,0.0,0.0,0,0,0.0
380,Calvin,Ramsay,Ramsay,Liverpool,DEF,39,0,0,0,0,0,0.0,0.2,12725,15026,0.0,0.0,0.0,0.0,0,0,0.0
381,Mohamed,Salah,M.Salah,Liverpool,MID,144,36,714,2,2,2,2.0,32.6,1149070,3464031,59.4,146.6,236.7,211.0,2,117,2.5
382,Florian,Wirtz,Wirtz,Liverpool,MID,81,14,509,0,0,2,1.3,8.2,382637,3081664,38.5,64.4,198.9,122.0,0,69,1.7
383,Luis,Díaz Marulanda,Luis Díaz,Liverpool,MID,80,0,0,0,0,0,0.0,0.0,0,6990,0.0,0.0,0.0,0.0,0,0,0.0
384,Cody,Gakpo,Gakpo,Liverpool,MID,75,40,645,3,2,2,5.0,13.0,2163021,1621268,66.5,187.0,233.8,243.0,2,151,5.3
385,Federico,Chiesa,Chiesa,Liverpool,MID,64,18,81,2,1,0,3.0,0.3,30296,33259,16.0,91.4,15.7,53.0,0,65,2.8
386,Alexis,Mac Allister,Mac Allister,Liverpool,MID,63,17,446,0,1,1,2.0,1.3,68312,160570,17.1,60.6,74.6,36.0,0,90,2.7
387,Dominik,Szoboszlai,Szoboszlai,Liverpool,MID,65,31,720,1,0,2,3.3,3.7,441842,322456,46.3,165.0,208.9,88.0,4,155,4.8
388,Curtis,Jones,C.Jones,Liverpool,MID,54,11,253,0,1,0,1.0,0.1,4712,11511,12.7,43.4,59.5,24.0,0,64,2.0
390,Ryan,Gravenberch,Gravenberch,Liverpool,MID,57,39,601,2,2,2,4.0,6.1,891260,246640,33.5,178.0,104.8,52.0,7,165,6.8
392,Endo,Wataru,Endo,Liverpool,MID,49,6,36,0,1,0,0.3,0.1,5053,10758,3.9,28.8,10.9,0.0,0,20,1.2
393,Stefan,Bajčetić Maquieira,Bajcetic,Liverpool,MID,44,0,0,0,0,0,0.0,0.0,4536,6830,0.0,0.0,0.0,0.0,0,0,0.0
394,James,McConnell,McConnell,Liverpool,MID,44,0,0,0,0,0,0.0,0.0,1737,3442,0.0,0.0,0.0,0.0,0,0,0.0
395,Tyler,Morton,Morton,Liverpool,MID,45,0,0,0,0,0,0.0,0.0,0,324,0.0,0.0,0.0,0.0,0,0,0.0
396,Trey,Nyoni,Nyoni,Liverpool,MID,43,0,0,0,0,0,0.0,0.4,49312,25057,0.0,0.0,0.0,0.0,0,0,0.0
397,Darwin,Núñez Ribeiro,Darwin,Liverpool,FWD,65,0,0,0,0,0,0.0,0.1,0,15417,0.0,0.0,0.0,0.0,0,0,0.0
398,Jayden,Danns,Danns,Liverpool,FWD,44,0,0,0,0,0,0.0,0.1,7229,14029,0.0,0.0,0.0,0.0,0,0,0.0
499,Alexander,Isak,Isak,Liverpool,FWD,105,10,250,0,1,0,3.0,9.6,1674030,1543089,8.7,21.8,21.5,50.0,0,19,1.0
661,Hugo,Ekitiké,Ekitiké,Liverpool,FWD,86,34,409,3,1,2,0.7,15.7,2551478,2904569,31.2,151.4,54.4,111.0,7,122,4.0
686,Rio,Ngumoha,Ngumoha,Liverpool,MID,45,8,10,1,0,0,0.3,0.6,116905,67146,7.4,38.2,11.9,23.0,0,35,1.8
692,Giovanni,Leoni,Leoni,Liverpool,DEF,49,0,0,0,0,0,0.0,0.0,1461,1957,0.0,0.0,0.0,0.0,0,0,0.0
182,James,Trafford,Trafford,Man City,GKP,47,11,270,0,0,1,0.0,1.2,96168,231016,10.1,100.2,0.0,0.0,0,62,2.3
399,Ederson,Santana de Moraes,Ederson M.,Man City,GKP,53,0,0,0,0,0,0.0,1.0,15200,255721,0.0,0.0,0.0,0.0,0,0,0.0
400,Stefan,Ortega Moreno,Ortega Moreno,Man City,GKP,48,0,0,0,0,0,0.0,0.2,1877,14873,0.0,0.0,0.0,0.0,0,0,0.0
401,Marcus,Bettinelli,Bettinelli,Man City,GKP,40,0,0,0,0,0,0.0,0.1,1980,9029,0.0,0.0,0.0,0.0,0,0,0.0
402,Rayan,Aït-Nouri,Aït-Nouri,Man City,DEF,58,10,202,0,0,1,0.0,5.2,481504,2195682,7.6,43.0,26.7,7.0,1,34,1.7
403,Joško,Gvardiol,Gvardiol,Man City,DEF,59,24,339,0,1,2,4.7,5.9,462942,919224,16.7,106.4,40.0,21.0,3,93,4.1
404,Manuel,Akanji,Akanji,Man City,DEF,54,0,0,0,0,0,0.0,0.3,9281,80759,0.0,0.0,0.0,0.0,0,0,0.0
405,Nathan,Aké,Aké,Man City,DEF,54,10,201,0,0,1,2.3,0.7,22586,51194,7.6,37.4,24.9,13.0,0,42,1.9
406,Abdukodir,Khusanov,Khusanov,Man City,DEF,54,11,227,0,0,1,0.0,0.3,23563,47371,4.8,42.4,5.2,0.0,0,46,2.0
407,Matheus,Nunes,Matheus N.,Man City,DEF,53,28,423,1,1,2,8.0,0.6,54540,42204,20.0,113.4,64.0,23.0,2,108,5.3
408,Rúben,dos Santos Gato Alves Dias,Rúben,Man City,DEF,55,33,635,0,0,4,5.7,4.5,274363,226248,16.2,140.0,19.7,2.0,1,135,6.0
409,John,Stones,Stones,Man City,DEF,55,9,264,0,0,1,0.0,0.7,42016,76605,6.2,53.8,5.8,2.0,0,43,1.6
410,Rico,Lewis,Lewis,Man City,DEF,49,15,172,0,1,1,0.7,1.9,348498,358235,9.4,47.2,32.2,15.0,2,50,3.1
411,Nico,O'Reilly,O’Reilly,Man City,DEF,49,31,474,0,1,4,6.0,0.9,115917,31782,23.8,115.4,90.0,33.0,2,120,6.3
412,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,Man City,DEF,50,0,0,0,0,0,0.0,0.0,0,812,0.0,0.0,0.0,0.0,0,0,0.0
413,Omar,Marmoush,Marmoush,Man City,MID,83,9,148,0,1,0,0.0,2.6,167625,1155545,13.3,38.2,36.1,58.0,2,37,1.1
414,Phil,Foden,Foden,Man City,MID,81,23,442,1,0,4,2.3,5.8,809682,377337,35.6,89.8,194.0,72.0,2,108,2.8
415,Sávio,Moreira de Oliveira,Savinho,Man City,MID,69,13,251,0,1,2,3.7,0.5,14377,82648,18.7,41.2,48.4,99.0,0,48,1.9
416,Bernardo,Mota Veiga de Carvalho e Silva,Bernardo,Man City,MID,63,16,401,0,1,2,1.0,0.6,37865,75941,23.1,75.0,136.0,20.0,0,81,2.5
417,Rayan,Cherki,Cherki,Man City,MID,63,8,75,1,0,0,0.3,2.0,184155,915255,11.7,52.8,43.5,20.0,0,40,1.3
418,Jérémy,Doku,Doku,Man City,MID,66,30,443,0,4,3,4.0,7.4,1029135,335689,47.1,116.4,198.9,157.0,3,105,4.5
420,İlkay,Gündoğan,Gündoğan,Man City,MID,63,0,0,0,0,0,0.0,0.1,1928,18922,0.0,0.0,0.0,0.0,0,0,0.0
421,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,Man City,MID,63,11,291,0,0,1,0.3,0.5,39604,74534,11.9,50.0,50.4,19.0,0,55,1.7
422,Mateo,Kovačić,Kovačić,Man City,MID,59,1,4,0,0,0,0.3,0.0,1685,1380,0.3,2.6,0.8,0.0,0,3,0.2
423,Nico,González Iglesias,N.Gonzalez,Man City,MID,59,16,435,0,0,3,3.3,0.1,7707,10077,18.8,96.2,75.0,18.0,0,108,2.7
424,Oscar,Bobb,Bobb,Man City,MID,54,16,391,0,1,2,1.7,0.3,77271,74366,26.0,60.0,128.8,70.0,0,73,3.0
425,Claudio,Echeverri,Echeverri,Man City,MID,54,0,0,0,0,0,0.0,0.0,194,3103,0.0,0.0,0.0,0.0,0,0,0.0
427,Tijjani,Reijnders,Reijnders,Man City,MID,57,32,665,1,2,3,2.0,30.9,3042319,1833456,43.1,135.4,158.2,136.0,2,142,5.6
428,Sverre,Nypan,Nypan,Man City,MID,50,0,0,0,0,0,0.0,0.0,73,2319,0.0,0.0,0.0,0.0,0,0,0.0
429,Kalvin,Phillips,Phillips,Man City,MID,49,0,0,0,0,0,0.0,0.1,2406,5380,0.0,0.0,0.0,0.0,0,0,0.0
430,Erling,Haaland,Haaland,Man City,FWD,147,83,683,11,1,5,12.3,66.1,5249624,632547,93.2,402.2,57.0,472.0,20,345,5.6
736,Gianluigi,Donnarumma,Donnarumma,Man City,GKP,57,21,450,0,0,3,4.7,10.1,1199823,187820,6.2,61.4,0.0,0.0,0,88,3.7
739,Divine,Mukasa,Mukasa,Man City,MID,45,0,0,0,0,0,0.0,0.0,1909,989,0.0,0.0,0.0,0.0,0,0,0.0
740,Stephen,Mfuni,Mfuni,Man City,DEF,40,0,0,0,0,0,0.0,0.0,1483,810,0.0,0.0,0.0,0.0,0,0,0.0
742,Ryan,McAidoo,McAidoo,Man City,MID,45,0,0,0,0,0,0.0,0.0,507,153,0.0,0.0,0.0,0.0,0,0,0.0
119,Bryan,Mbeumo,Mbeumo,Man Utd,MID,80,36,685,2,1,2,5.7,14.2,1389463,1339375,63.0,139.8,252.7,238.0,5,126,4.5
431,Altay,Bayındır,Bayindir,Man Utd,GKP,49,11,540,0,0,0,0.7,0.4,29267,43873,12.8,118.4,10.0,0.0,0,49,2.2
432,André,Onana,Onana,Man Utd,GKP,49,0,0,0,0,0,0.0,0.2,5156,24009,0.0,0.0,0.0,0.0,0,0,0.0
433,Elyh,Harrison,Harrison,Man Utd,GKP,40,0,0,0,0,0,0.0,0.0,0,210,0.0,0.0,0.0,0.0,0,0,0.0
434,Tom,Heaton,Heaton,Man Utd,GKP,40,0,0,0,0,0,0.0,0.3,5414,12043,0.0,0.0,0.0,0.0,0,0,0.0
435,Dermot,Mee,Mee,Man Utd,GKP,40,0,0,0,0,0,0.0,0.1,1819,4382,0.0,0.0,0.0,0.0,0,0,0.0
436,Matthijs,de Ligt,De Ligt,Man Utd,DEF,50,28,720,0,0,1,4.3,2.8,217252,210686,24.1,153.0,42.3,46.0,5,108,5.6
437,Lisandro,Martínez,Martinez,Man Utd,DEF,48,0,0,0,0,0,0.0,0.1,673,13158,0.0,0.0,0.0,0.0,0,0,0.0
438,Noussair,Mazraoui,Mazraoui,Man Utd,DEF,49,9,130,0,0,1,0.0,0.2,13367,33383,4.9,31.2,14.2,4.0,1,40,1.8
439,Diego,León Blanco,D.Leon,Man Utd,DEF,43,0,0,0,0,0,0.0,0.1,1848,5738,0.0,0.0,0.0,0.0,0,0,0.0
440,Diogo,Dalot Teixeira,Dalot,Man Utd,DEF,44,20,425,0,2,1,4.7,0.9,33480,168800,21.7,80.8,110.4,26.0,0,58,4.5
441,Patrick,Dorgu,Dorgu,Man Utd,DEF,44,11,501,0,1,0,0.7,3.9,405446,683731,25.6,94.2,105.2,56.0,0,47,2.5
442,Harry,Maguire,Maguire,Man Utd,DEF,44,27,270,1,1,1,4.3,0.8,49935,57755,13.5,84.8,12.0,38.0,3,65,6.1
443,Luke,Shaw,Shaw,Man Utd,DEF,45,17,689,0,0,1,3.0,0.3,25200,24977,11.7,84.2,28.0,5.0,0,58,3.8
444,Leny,Yoro,Yoro,Man Utd,DEF,45,21,454,0,1,1,2.7,1.9,163446,178586,11.1,67.6,20.7,24.0,1,59,4.7
445,Harry,Amass,Amass,Man Utd,DEF,40,0,0,0,0,0,0.0,0.1,1160,12037,0.0,0.0,0.0,0.0,0,0,0.0
446,Tyler,Fredricson,Fredricson,Man Utd,DEF,39,0,0,0,0,0,0.0,0.1,5304,7608,0.0,0.0,0.0,0.0,0,0,0.0
447,Ayden,Heaven,Heaven,Man Utd,DEF,39,1,3,0,0,0,0.0,1.0,44590,97297,0.2,2.0,0.0,0.0,0,3,0.3
448,Tyrell,Malacia,Malacia,Man Utd,DEF,39,0,0,0,0,0,0.0,0.4,22885,24987,0.0,0.0,0.0,0.0,0,0,0.0
449,Bruno,Borges Fernandes,B.Fernandes,Man Utd,MID,89,36,710,2,1,1,3.3,16.8,1364516,1963838,68.0,229.0,315.2,135.0,8,170,4.0
450,Matheus,Santos Carneiro da Cunha,Cunha,Man Utd,MID,79,11,441,0,0,0,1.7,3.7,802704,1372499,26.4,56.4,71.9,135.0,0,54,1.4
451,Marcus,Rashford,Rashford,Man Utd,MID,70,0,0,0,0,0,0.0,0.0,0,1939,0.0,0.0,0.0,0.0,0,0,0.0
452,Amad,Diallo,Amad,Man Utd,MID,63,17,504,0,2,1,2.0,1.2,60996,259202,36.6,101.0,137.6,127.0,0,104,2.7
454,Antony,dos Santos,Antony,Man Utd,MID,59,0,0,0,0,0,0.0,0.1,1511,10067,0.0,0.0,0.0,0.0,0,0,0.0
455,Mason,Mount,Mount,Man Utd,MID,59,21,331,1,0,3,4.7,0.3,31588,38294,21.4,60.6,85.6,67.0,2,66,3.6
457,Carlos Henrique,Casimiro,Casemiro,Man Utd,MID,55,15,387,1,1,1,1.3,0.2,15626,23029,16.8,76.2,39.1,53.0,0,70,2.7
458,Kobbie,Mainoo,Mainoo,Man Utd,MID,48,6,118,0,0,0,1.0,0.5,29673,64915,7.1,23.8,44.5,3.0,0,23,1.2
459,Manuel,Ugarte Ribeiro,Ugarte,Man Utd,MID,48,11,272,0,0,0,1.3,0.1,11266,18173,7.0,43.4,25.2,2.0,0,52,2.3
460,Toby,Collyer,Collyer,Man Utd,MID,45,0,0,0,0,0,0.0,0.0,423,8489,0.0,0.0,0.0,0.0,0,0,0.0
461,Jayce,Fitzgerald,Fitzgerald,Man Utd,MID,44,0,0,0,0,0,0.0,0.0,1597,2746,0.0,0.0,0.0,0.0,0,0,0.0
462,Jack,Fletcher,J.Fletcher,Man Utd,MID,44,0,0,0,0,0,0.0,0.1,3287,3898,0.0,0.0,0.0,0.0,0,0,0.0
463,Sékou,Koné,Kone,Man Utd,MID,44,0,0,0,0,0,0.0,0.1,4675,6894,0.0,0.0,0.0,0.0,0,0,0.0
464,Jack,Moorhouse,Moorhouse,Man Utd,MID,45,0,0,0,0,0,0.0,0.0,723,2382,0.0,0.0,0.0,0.0,0,0,0.0
465,Rasmus,Højlund,Højlund,Man Utd,FWD,63,0,0,0,0,0,0.0,0.3,5437,53754,0.0,0.0,0.0,0.0,0,0,0.0
466,Joshua,Zirkzee,Zirkzee,Man Utd,FWD,58,3,74,0,0,0,0.3,0.4,22490,42931,8.1,8.4,16.0,58.0,0,4,0.5
467,Chido,Obi,Obi,Man Utd,FWD,43,0,0,0,0,0,0.0,1.6,102011,173725,0.0,0.0,0.0,0.0,0,0,0.0
468,Ethan,Wheatley,Wheatley,Man Utd,FWD,45,0,0,0,0,0,0.0,0.1,3886,11856,0.0,0.0,0.0,0.0,0,0,0.0
681,Benjamin,Sesko,Šeško,Man Utd,FWD,73,24,413,2,0,1,6.0,5.2,407239,834659,37.3,105.8,78.4,194.0,5,80,3.3
733,Senne,Lammens,Lammens,Man Utd,GKP,50,12,180,0,0,1,4.0,0.7,72548,10165,6.2,62.0,0.0,0.0,2,48,2.4
52,Jacob,Ramsey,J.Ramsey,Newcastle,MID,53,3,79,0,0,0,0.3,0.2,14034,61921,7.9,17.6,54.1,7.0,0,16,0.6
135,Yoane,Wissa,Wissa,Newcastle,FWD,74,0,0,0,0,0,0.0,0.5,85199,305784,0.0,0.0,0.0,0.0,0,0,0.0
469,Nick,Pope,Pope,Newcastle,GKP,52,43,720,0,1,5,3.7,11.6,1112839,275806,18.4,184.2,0.0,0.0,3,176,8.3
471,Mark,Gillespie,Gillespie,Newcastle,GKP,40,0,0,0,0,0,0.0,0.1,3036,5808,0.0,0.0,0.0,0.0,0,0,0.0
472,Odysseas,Vlachodimos,Odysseas,Newcastle,GKP,40,0,0,0,0,0,0.0,0.0,0,1961,0.0,0.0,0.0,0.0,0,0,0.0
473,Lewis,Hall,Hall,Newcastle,DEF,53,9,133,0,0,1,0.0,0.9,56563,183182,3.9,27.4,4.0,7.0,1,31,1.7
474,Fabian,Schär,Schär,Newcastle,DEF,54,23,350,0,0,3,0.0,1.9,168017,272026,12.1,80.0,25.0,15.0,0,82,4.3
475,Sven,Botman,Botman,Newcastle,DEF,49,27,428,0,0,3,3.3,0.6,49021,38369,17.9,121.4,23.0,35.0,4,105,5.5
476,Dan,Burn,Burn,Newcastle,DEF,51,45,720,0,1,5,4.3,10.1,962499,269573,23.3,152.2,43.5,37.0,4,134,8.8
477,Tino,Livramento,Livramento,Newcastle,DEF,50,37,526,0,1,5,2.0,4.2,936196,937107,14.3,71.4,56.3,16.0,3,137,7.4
478,Kieran,Trippier,Trippier,Newcastle,DEF,50,28,519,0,0,4,2.3,2.7,185098,148381,27.6,77.6,195.3,4.0,2,104,5.6
479,Emil,Krafth,Krafth,Newcastle,DEF,44,0,0,0,0,0,0.0,0.0,1055,3248,0.0,0.0,0.0,0.0,0,0,0.0
480,Jamaal,Lascelles,Lascelles,Newcastle,DEF,44,1,19,0,0,0,0.0,0.1,1635,5349,1.7,10.2,0.0,7.0,0,0,0.2
481,Alex,Murphy,A.Murphy,Newcastle,DEF,39,0,0,0,0,0,0.0,0.7,26556,50376,0.0,0.0,0.0,0.0,0,0,0.0
482,Harrison,Ashby,Ashby,Newcastle,DEF,39,0,0,0,0,0,0.0,0.2,7437,10093,0.0,0.0,0.0,0.0,0,0,0.0
483,Miodrag,Pivaš,Pivas,Newcastle,DEF,39,0,0,0,0,0,0.0,0.2,18006,12647,0.0,0.0,0.0,0.0,0,0,0.0
