Unnamed: 0,Name,Gameweek,Team,Cost,Corners,Goal Attempts,xA Expected Assists,xG Expected Goals,Big Assists,Chances Created,DC Pts,Ownership,Svs,Solo Goals
,Evanilson,2,BOU,7.0,0,3,0.0,0.81,0,0,0,1.4,0,0
,de Ligt,2,MUN,5.0,0,0,0.0,0.0,0,0,0,3.0,0,0
,Richarlison,2,TOT,6.5,0,0,0.0,0.0,0,0,0,8.5,0,0
,Renato Veiga,2,CHE,4.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Zirkzee,2,MUN,5.8,0,0,0.03,0.0,0,1,0,0.4,0,0
,Zabarnyi,2,BOU,5.0,0,0,0.01,0.0,0,0,0,0.0,0,0
,Yates,2,NFO,4.7,0,1,0.0,0.02,0,1,0,0.1,0,0
,Woolfenden,2,IPS,3.9,0,0,0.0,0.0,0,0,0,1.2,0,0
,Wood (Chris),2,NFO,7.2,0,3,0.09,0.24,0,1,0,6.5,0,0
,Wissa,2,BRE,7.4,0,0,0.0,0.0,0,0,0,0.5,0,0
,Winks,2,LEI,4.3,2,0,0.09,0.0,0,1,0,4.7,0,0
,Wilson (Harry),2,FUL,5.2,0,0,0.01,0.0,0,0,0,0.3,0,0
,Willock,2,NEW,5.0,0,1,0.01,0.08,0,0,0,0.1,0,0
,Williams (Neco),2,NFO,4.7,0,5,0.02,0.28,0,0,0,3.5,0,0
,White (Ben),2,ARS,5.3,0,0,0.02,0.0,0,0,0,0.4,0,0
,Wharton,2,CRY,5.0,1,1,0.17,0.02,0,2,2,0.5,0,0
,Welbeck,2,BHA,6.5,0,3,0.02,1.11,0,2,0,7.9,0,0
,Watkins,2,AVL,8.5,0,2,0.0,0.87,0,2,0,6.6,0,0
,Wan-Bissaka,2,WHU,4.3,0,0,0.0,0.0,0,0,0,5.8,0,0
,Walker-Peters,2,SOU,4.3,1,3,0.02,0.1,0,0,0,0.3,0,0
,Vicario,2,TOT,5.1,0,0,0.0,0.0,0,0,0,10.1,1,0
,Vestergaard,2,LEI,3.9,0,1,0.0,0.01,0,0,2,1.5,0,0
,Veltman,2,BHA,4.3,0,0,0.45,0.0,0,2,0,0.1,0,0
,Bernardo Silva,2,MCI,6.3,1,1,0.07,0.11,0,0,0,0.5,0,0
,Vardy,2,LEI,5.4,0,0,0.0,0.0,0,0,0,5.2,0,0
,Destiny Udogie,2,TOT,4.4,0,0,0.01,0.0,0,0,0,0.4,0,0
,Tuanzebe,2,IPS,3.9,0,0,0.0,0.0,0,0,0,1.8,0,0
,Trossard,2,ARS,6.9,0,3,0.02,0.18,0,0,0,0.5,0,0
,Trippier,2,NEW,5.0,5,0,0.01,0.0,0,0,0,2.7,0,0
,Traoré (Adama),2,FUL,5.2,0,3,0.5,0.21,1,4,0,0.2,0,0
,Amad Diallo,2,MUN,6.3,1,2,0.11,0.33,0,1,0,1.3,0,1
,Torres,2,AVL,4.3,0,0,0.01,0.0,0,0,0,0.3,0,0
,Lucas Paquetá,2,WHU,5.9,0,3,0.02,0.13,0,0,2,2.5,0,0
,Todibo,2,WHU,4.3,0,0,0.0,0.0,0,0,0,0.1,0,0
,Jurriën Timber,2,ARS,6.1,0,0,0.01,0.0,0,0,0,25.1,0,0
,Tielemans,2,AVL,5.9,3,0,0.04,0.0,0,2,0,0.6,0,0
,Tete,2,FUL,4.5,0,2,0.02,0.19,0,0,0,0.2,0,0
,Diogo Jota,2,LIV,7.2,0,4,0.07,0.61,1,2,0,2.6,0,0
,Taylor (Charlie),2,SOU,3.9,0,0,0.01,0.0,0,0,0,3.0,0,0
,Taylor (Jack),2,IPS,4.8,0,0,0.0,0.0,0,0,0,0.0,0,0
,Tavernier,2,BOU,5.5,3,2,0.04,0.87,0,4,0,1.6,0,0
,Tarkowski,2,EVE,5.5,0,3,0.19,0.23,0,1,0,6.3,0,0
,Szoboszlai,2,LIV,6.5,0,1,0.26,0.08,0,2,0,4.2,0,0
,Szmodics,2,IPS,5.7,0,1,0.0,0.29,0,0,0,0.1,0,0
,Sugawara,2,SOU,4.2,0,1,0.07,0.02,0,0,0,0.1,0,0
,Strand Larsen,2,WOL,6.4,0,2,0.16,0.62,0,1,0,1.3,0,0
,Stones,2,MCI,5.5,0,0,0.01,0.0,0,0,0,0.7,0,0
,Stephens,2,SOU,4.0,0,0,0.03,0.0,0,0,0,0.3,0,0
,Steele,2,BHA,4.3,0,0,0.0,0.0,0,0,0,0.3,2,0
,Spence,2,TOT,4.5,0,0,0.0,0.0,0,0,0,1.6,0,0
,Soucek,2,WHU,5.7,0,3,0.1,0.15,0,1,0,0.2,0,0
,Son,2,TOT,8.5,0,3,0.05,1.14,0,1,0,0.1,0,0
,Smith-Rowe,2,FUL,5.6,0,2,0.03,0.53,0,0,0,0.4,0,1
,Smith,2,BOU,4.4,0,0,0.0,0.0,0,0,0,0.2,0,0
,Smallbone,2,SOU,5.0,3,0,0.01,0.0,0,0,0,0.0,0,0
,Skipp,2,LEI,4.7,0,0,0.0,0.0,0,0,0,0.0,0,0
,Sinisterra,2,BOU,5.0,0,1,0.06,0.05,0,1,0,0.0,0,0
,João Félix,2,CHE,5.9,0,2,0.01,0.26,0,0,0,0.4,0,0
,Senesi,2,BOU,5.0,0,0,0.03,0.0,0,0,2,26.2,0,0
,Semenyo,2,BOU,8.1,0,7,1.13,0.33,1,3,0,64.4,0,0
,Sels,2,NFO,4.8,0,0,0.0,0.0,0,0,0,8.3,1,0
,Scott,2,BOU,5.0,0,1,0.01,0.04,0,0,0,0.3,0,0
,Schlupp,2,CRY,4.6,0,0,0.0,0.0,0,0,0,0.0,0,0
,Schade,2,BRE,7.0,0,0,0.0,0.0,0,0,0,0.7,0,0
,Ismaila Sarr,2,CRY,6.6,0,1,0.17,0.1,0,1,0,11.6,0,0
,Sarr (Pape),2,TOT,4.9,0,0,0.0,0.0,0,0,0,1.7,0,0
,Sarabia,2,WOL,5.0,1,1,0.01,0.02,0,0,0,0.1,0,0
,Matheus Cunha,2,WOL,7.9,3,4,0.2,0.93,0,2,0,4.4,0,0
,Murillo,2,NFO,5.3,0,0,0.11,0.0,0,1,0,2.0,0,0
,Ederson,2,MCI,5.3,0,0,0.0,0.0,0,0,0,0.9,0,0
,Sangaré,2,NFO,4.9,0,1,0.04,0.02,0,0,0,0.1,0,0
,Sanchez,2,CHE,4.8,0,0,0.0,0.0,0,0,0,13.5,2,0
,Saliba,2,ARS,6.0,0,0,0.01,0.0,0,0,2,11.6,0,0
,Salah,2,LIV,14.2,0,3,0.3,0.55,0,0,0,24.9,0,0
,Saka,2,ARS,10.1,0,1,0.1,0.05,0,2,0,17.2,0,0
,Rutter,2,BHA,5.7,0,0,0.01,0.0,0,0,0,0.5,0,0
,Romero,2,TOT,5.0,0,3,0.3,0.53,0,1,0,4.2,0,0
,Rogers,2,AVL,6.8,0,3,0.07,0.11,0,2,0,4.8,0,0
,Roerslev,2,BRE,4.5,0,1,0.0,0.01,0,0,0,0.0,0,0
,Rodríguez,2,WHU,4.8,0,2,0.0,0.02,0,0,2,0.0,0,0
,Robinson (Antonee),2,FUL,4.9,0,0,0.11,0.0,1,2,2,0.5,0,0
,Robertson,2,LIV,5.8,5,2,0.19,0.34,0,3,0,0.9,0,0
,Richards (Chris),2,CRY,4.5,0,1,0.0,0.12,0,0,0,3.2,0,0
,Rice,2,ARS,6.8,1,1,0.11,0.07,0,1,0,16.4,0,0
,Riad,2,CRY,4.0,0,0,0.02,0.0,0,0,0,0.0,0,0
,Reed,2,FUL,4.4,0,0,0.01,0.0,0,0,0,0.2,0,0
,Raya Martin,2,ARS,5.8,0,0,0.0,0.0,0,0,0,31.3,3,0
,Rashford,2,AVL,7.0,0,0,0.01,0.0,0,0,0,0.0,0,0
,Ramsey (Jacob),2,AVL,5.3,0,1,0.01,0.03,0,1,0,0.2,0,0
,Alisson,2,LIV,5.4,0,0,0.0,0.0,0,0,0,5.8,2,0
,Porro,2,TOT,5.5,0,1,0.11,0.03,0,1,0,18.4,0,0
,Pope,2,NEW,5.2,0,0,0.0,0.0,0,0,0,12.2,3,0
,Podence,2,WOL,5.5,0,0,0.01,0.0,0,0,0,0.0,0,0
,Pinnock,2,BRE,4.3,0,0,0.0,0.0,0,0,0,0.1,0,0
,Pickford,2,EVE,5.5,0,0,0.0,0.0,0,0,0,9.7,3,0
,Pereira,2,FUL,5.3,7,2,0.37,0.06,0,7,0,0.1,0,0
,Partey,2,ARS,4.9,0,2,0.08,0.1,0,0,0,0.7,0,0
,Emerson,2,WHU,4.4,0,0,0.01,0.0,0,0,0,0.1,0,0
,Palmer (Cole),2,CHE,10.3,1,5,0.15,0.67,2,4,0,9.2,0,1
,Dango Ouattara,2,BOU,6.0,0,1,0.0,0.13,0,0,0,0.5,0,0
,Onyeka,2,BRE,4.9,0,0,0.02,0.0,0,0,0,0.1,0,0
,Onana,2,MUN,4.9,0,0,0.0,0.0,0,0,0,0.2,2,0
,Odobert,2,TOT,5.3,0,1,0.03,0.05,0,1,0,0.0,0,0
,Odegaard,2,ARS,7.8,0,1,0.6,0.26,0,2,0,1.4,0,0
,Núñez,2,LIV,6.5,0,0,0.0,0.0,0,0,0,0.1,0,0
,Matheus Nunes,2,MCI,5.3,0,0,0.0,0.0,0,0,0,0.8,0,0
,Norgaard,2,BRE,5.2,0,1,0.01,0.22,0,0,2,0.1,0,0
,Nkunku,2,CHE,5.9,0,0,0.02,0.0,0,1,0,0.1,0,0
,Neto,2,CHE,7.1,1,0,0.05,0.0,1,1,0,5.9,0,0
,Nelson (Reiss),2,FUL,4.8,0,0,0.0,0.0,0,0,0,0.1,0,0
,Nedeljkovic,2,AVL,3.9,0,0,0.01,0.0,0,0,0,0.5,0,0
,Ndidi,2,LEI,4.9,0,1,0.01,0.09,0,1,2,0.2,0,0
,Ndiaye,2,EVE,6.5,0,1,0.02,0.04,0,0,0,11.1,0,0
,Mykolenko,2,EVE,4.9,0,0,0.02,0.0,0,0,0,0.4,0,0
,Mvom Onana,2,AVL,4.8,0,2,0.01,0.11,0,0,0,0.6,0,0
,Muñoz,2,CRY,5.7,0,0,0.02,0.0,0,0,0,15.3,0,0
,Murphy (Jacob),2,NEW,6.1,2,0,0.01,0.0,0,1,0,1.1,0,0
,Muric,2,IPS,4.4,0,0,0.0,0.0,0,0,0,0.4,1,0
,Neto,2,ARS,4.5,0,0,0.0,0.0,0,0,0,0.1,4,0
,Rodrigo Muniz,2,FUL,5.4,0,7,0.01,0.58,0,2,0,1.0,0,0
,Mudryk,2,CHE,5.0,0,0,0.01,0.0,0,0,0,0.0,0,0
,Mount,2,MUN,5.9,0,1,0.0,0.09,0,0,0,0.3,0,0
,Mosquera,2,WOL,4.4,0,1,0.0,0.25,0,0,0,0.1,0,0
,Morsy,2,IPS,4.8,0,0,0.0,0.0,0,0,2,0.1,0,0
,Savinho,2,MCI,6.9,4,0,0.2,0.0,1,2,0,0.5,0,0
,Mitoma,2,BHA,6.2,0,0,0.58,0.0,1,1,0,2.3,0,0
,Mitchell,2,CRY,5.0,0,0,0.08,0.0,0,2,0,2.2,0,0
,Minteh,2,BHA,6.0,1,2,0.24,0.08,0,2,0,4.4,0,0
,Milner,2,BHA,5.0,1,2,0.04,0.16,0,1,0,0.1,0,0
,Milenkovic,2,NFO,5.2,0,3,0.01,0.98,0,1,0,4.0,0,0
,Mcatee,2,MCI,5.2,0,0,0.02,0.0,0,0,0,0.1,0,0
,McTominay,2,MUN,4.9,0,1,0.0,0.07,0,0,0,0.1,0,0
,McNeil,2,EVE,5.6,4,1,0.63,0.03,0,6,0,0.1,0,0
,McGinn,2,AVL,5.4,0,0,0.01,0.0,0,0,0,0.6,0,0
,McCarthy,2,SOU,4.2,0,0,0.0,0.0,0,0,0,0.1,7,0
,McAteer,2,LEI,4.7,0,0,0.0,0.0,0,0,0,0.0,0,0
,Mbeumo,2,BRE,8.3,1,1,0.17,0.03,0,1,0,28.5,0,0
,Mazraoui,2,MUN,4.9,0,0,0.02,0.0,0,2,0,0.2,0,0
,Mavropanos,2,WHU,4.4,0,0,0.0,0.0,0,0,2,0.1,0,0
,Mavididi,2,LEI,5.0,0,0,0.0,0.0,0,0,0,0.3,0,0
,Mateta,2,CRY,7.9,0,1,0.23,0.3,0,2,0,23.0,0,0
,Martínez,2,MUN,4.8,0,0,0.19,0.0,0,0,0,0.1,0,0
,Martinez,2,AVL,5.0,0,0,0.0,0.0,0,0,0,2.0,2,0
,Martinelli,2,ARS,6.9,0,0,0.41,0.0,0,2,0,1.0,0,0
,José Sá,2,WOL,4.4,0,0,0.01,0.0,0,1,0,1.2,2,0
,Mainoo,2,MUN,4.8,0,0,0.01,0.0,0,0,2,0.5,0,0
,Maguire,2,MUN,4.4,0,1,0.0,0.04,0,1,0,0.8,0,0
,Madueke,2,CHE,6.8,0,6,0.11,0.58,0,1,0,0.6,0,2
,Maddison,2,TOT,6.9,5,3,0.38,0.41,1,2,0,0.1,0,0
,Mac Allister,2,LIV,6.3,0,0,0.04,0.0,0,2,0,1.2,0,0
,Maatsen,2,AVL,4.3,0,0,0.09,0.0,0,1,0,0.4,0,0
,Luongo,2,IPS,4.3,0,0,0.0,0.0,0,0,0,0.2,0,0
,Lukic,2,FUL,5.0,0,0,0.03,0.0,0,1,0,0.1,0,0
,Longstaff (Sean),2,NEW,4.9,0,0,0.01,0.0,0,1,0,1.1,0,0
,Livramento,2,NEW,4.9,0,0,0.01,0.0,0,0,0,3.1,0,0
,Lindstrom,2,EVE,5.0,1,1,0.01,0.04,0,0,0,0.1,0,0
,Lewis-Potter,2,BRE,4.9,0,2,0.02,0.07,0,1,0,0.3,0,0
,Lewis (Rico),2,MCI,4.9,0,1,0.06,0.53,0,0,0,1.7,0,0
,Lerma,2,CRY,4.9,0,1,0.01,0.02,0,0,0,0.1,0,0
,Leno,2,FUL,5.0,0,0,0.0,0.0,0,0,0,1.6,3,0
,Lemina (Mario),2,WOL,4.8,0,1,0.28,0.05,0,0,0,0.1,0,0
,Kulusevski,2,TOT,6.4,6,0,0.11,0.0,0,4,0,0.0,0,0
,Kudus,2,WHU,6.7,0,2,0.16,0.08,0,0,0,30.1,0,0
,Kristiansen,2,LEI,4.4,1,0,0.0,0.0,0,0,0,0.1,0,0
,Krafth,2,NEW,4.4,0,0,0.01,0.0,0,1,0,0.0,0,0
,Kovacic,2,MCI,5.9,0,0,0.06,0.0,0,2,0,0.0,0,0
,Konsa Ngoyo,2,AVL,4.4,0,0,0.01,0.0,0,0,0,8.6,0,0
,Konaté,2,LIV,5.4,0,2,0.02,0.18,0,0,0,2.7,0,0
,Kluivert,2,BOU,7.0,0,1,0.2,0.03,0,2,0,1.0,0,0
,Kilman,2,WHU,4.3,0,1,0.01,0.06,0,2,2,0.2,0,0
,Kerkez,2,BOU,5.7,0,0,0.01,0.0,0,0,0,3.6,0,0
,Kelly,2,NEW,4.2,0,0,0.01,0.0,0,0,0,0.1,0,0
,Keane,2,EVE,4.5,0,0,0.01,0.0,0,1,2,1.1,0,0
,Kamada,2,CRY,5.0,0,0,0.03,0.0,0,2,0,0.2,0,0
,Justin,2,LEI,4.0,0,0,0.0,0.0,0,0,0,0.2,0,0
,João Pedro,2,BHA,7.4,0,3,0.12,0.53,0,1,0,45.5,0,0
,Johnson (Ben),2,IPS,3.8,1,0,0.2,0.0,1,1,0,1.9,0,0
,Johnson (Brennan),2,TOT,6.7,0,1,0.03,0.18,0,0,0,3.1,0,0
,Raúl Jiménez,2,FUL,6.2,0,0,0.0,0.0,0,0,0,0.8,0,0
,Jensen,2,BRE,4.9,3,1,0.13,0.03,0,2,0,0.1,0,0
,Jebbison,2,BOU,4.5,0,0,0.0,0.0,0,0,0,1.1,0,0
,Janelt,2,BRE,4.9,0,0,0.01,0.0,0,0,0,0.0,0,0
,Jackson (Nicolas),2,CHE,6.5,0,1,0.01,0.17,0,2,0,0.1,0,0
,Iwobi,2,FUL,6.5,0,2,0.05,0.21,0,1,0,1.7,0,1
,Isak,2,NEW,10.4,0,5,0.03,0.32,0,1,0,5.1,0,0
,Iroegbunam,2,EVE,4.9,0,0,0.01,0.0,0,0,0,0.0,0,0
,Hwang Hee-Chan,2,WOL,5.8,0,0,0.01,0.0,0,0,0,0.1,0,0
,Hutchinson,2,IPS,5.4,0,0,0.0,0.0,0,0,0,0.0,0,0
,Hudson-Odoi,2,NFO,5.8,0,1,0.34,0.04,0,4,0,0.8,0,0
,Hinshelwood,2,BHA,5.1,0,0,0.19,0.0,0,1,0,0.0,0,0
,Hermansen,2,LEI,4.4,0,0,0.0,0.0,0,0,0,0.2,4,0
,Henderson,2,CRY,5.0,0,0,0.0,0.0,0,0,0,7.6,1,0
,Havertz,2,ARS,7.3,0,1,0.03,0.21,0,0,0,0.3,0,0
,Harwood-Bellis,2,SOU,3.9,0,0,0.01,0.0,0,0,0,4.1,0,0
,Harrison (Jack),2,EVE,5.2,0,2,0.0,0.54,0,0,0,0.1,0,0
,Harness,2,IPS,4.9,0,0,0.02,0.0,0,0,0,0.0,0,0
,Lewis Hall,2,NEW,5.2,0,0,0.1,0.0,0,1,0,0.8,0,0
,Haaland,2,MCI,14.8,0,7,0.04,1.79,0,0,0,69.6,0,2
,Gvardiol,2,MCI,5.9,0,0,0.04,0.0,0,0,0,5.4,0,0
,Gusto,2,CHE,4.9,0,0,0.03,0.0,0,1,0,1.0,0,0
,Gundogan,2,MCI,6.3,0,0,0.05,0.0,0,0,0,0.1,0,0
,Bruno Guimarães,2,NEW,6.6,0,2,0.23,0.07,0,2,0,3.7,0,0
,Gueye,2,EVE,5.4,0,0,0.01,0.0,0,0,2,0.1,0,0
,Marc Guehi,2,CRY,5.0,0,0,0.02,0.0,0,0,0,34.1,0,0
,Greaves,2,IPS,3.8,0,0,0.0,0.0,0,0,0,2.3,0,0
,Grealish,2,MCI,6.9,0,1,0.01,0.1,0,0,0,17.6,0,0
,Gray (Archie),2,TOT,4.8,0,0,0.0,0.0,0,0,0,0.1,0,0
,Gravenberch,2,LIV,5.6,0,0,0.05,0.0,0,0,2,4.0,0,0
,Gordon (Anthony),2,NEW,7.5,2,2,0.4,0.47,0,4,0,3.1,0,0
,João Gomes,2,WOL,5.4,0,1,0.02,0.02,0,0,2,0.1,0,0
,Beto,2,EVE,5.2,0,0,0.0,0.0,0,0,0,3.3,0,0
,Rodrigo Gomes,2,WOL,4.5,0,1,0.0,0.01,0,0,0,0.1,0,0
,Toti,2,WOL,4.3,0,0,0.22,0.0,1,1,0,0.1,0,0
,Gilmour,2,BHA,5.0,1,1,0.04,0.08,0,0,0,0.0,0,0
,Gibbs-White,2,NFO,7.3,0,4,0.02,0.47,0,3,0,2.9,0,0
,Rúben Dias,2,MCI,5.5,0,0,0.05,0.0,0,0,0,4.5,0,0
,Garnacho,2,MUN,6.4,0,1,0.06,0.71,0,1,0,0.4,0,0
,Gakpo,2,LIV,7.6,0,1,0.01,0.03,0,0,0,14.1,0,0
,Füllkrug,2,WHU,5.6,0,2,0.0,0.25,0,0,0,0.7,0,0
,Casemiro,2,MUN,5.5,0,3,0.02,0.1,0,0,0,0.6,0,0
,Fofana (Wesley),2,CHE,4.4,0,0,0.0,0.0,0,0,0,0.2,0,0
,Flekken,2,BRE,4.5,0,0,0.0,0.0,0,0,0,10.0,6,0
,Jota Silva,2,NFO,5.4,0,0,0.0,0.0,0,0,0,0.0,0,0
,Fernández,2,CHE,6.7,3,0,0.04,0.0,0,2,0,14.3,0,0
,Fatawu,2,LEI,5.1,0,3,0.0,0.06,0,0,2,0.2,0,0
,Faes,2,LEI,3.8,0,3,0.0,0.33,0,0,2,5.2,0,0
,Eze,2,CRY,7.6,2,5,0.17,0.45,0,4,0,14.2,0,0
,Mateus Fernandes,2,SOU,5.5,0,0,0.01,0.0,0,0,0,0.0,0,0
,Endo,2,LIV,4.9,0,0,0.0,0.0,0,0,0,0.1,0,0
,Enciso,2,IPS,5.4,1,1,0.0,0.03,0,0,0,0.0,0,0
,Elliott,2,LIV,5.4,0,0,0.02,0.0,0,0,0,0.3,0,0
,Elanga,2,NFO,6.7,9,2,0.24,0.22,0,3,0,3.7,0,0
,Edozie (Samuel),2,SOU,4.9,0,0,0.0,0.0,0,0,0,0.0,0,0
,Edouard,2,LEI,5.0,0,4,0.01,0.34,0,0,0,0.3,0,0
,Edmundson,2,IPS,4.0,0,0,0.0,0.0,0,0,0,0.1,0,0
,Díaz,2,LIV,8.0,0,3,0.17,0.73,1,4,0,0.0,0,0
,Durán,2,AVL,5.7,0,1,0.14,0.1,0,0,0,1.6,0,0
,Dunk,2,BHA,4.5,0,0,0.01,0.0,0,1,0,1.2,0,0
,Doyle (Tommy),2,WOL,4.7,0,0,0.0,0.0,0,1,0,0.0,0,0
,Downes,2,SOU,4.7,0,0,0.06,0.0,0,1,2,0.0,0,0
,Doucouré,2,EVE,5.1,0,1,0.0,0.07,0,0,0,0.5,0,0
,Nicolás Domínguez,2,NFO,5.0,0,1,0.0,0.12,0,1,0,0.0,0,0
,Doku,2,MCI,6.5,1,0,0.44,0.0,0,2,0,5.0,0,0
,Doherty,2,WOL,4.4,0,0,0.06,0.0,0,1,0,0.1,0,0
,Dixon,2,EVE,3.9,0,0,0.0,0.0,0,0,0,0.2,0,0
,Diop,2,FUL,4.4,0,0,0.01,0.0,0,0,0,0.1,0,0
,Digne,2,AVL,4.5,0,0,0.03,0.0,0,0,2,1.6,0,0
,Dibling,2,SOU,5.4,0,0,0.0,0.0,0,0,0,0.0,0,0
,Dewsbury-Hall,2,CHE,4.9,0,0,0.0,0.0,0,0,0,3.0,0,0
,Delap,2,IPS,6.2,0,0,0.01,0.0,0,0,0,0.9,0,0
,DeCordova-Reid,2,LEI,5.2,0,1,0.03,0.02,0,0,0,0.1,0,0
,De Bruyne,2,MCI,9.5,4,4,0.65,0.81,1,4,0,11.6,0,0
,Dawson,2,WOL,4.2,0,0,0.0,0.0,0,0,0,0.1,0,0
,Davis,2,IPS,4.2,0,0,0.1,0.0,0,0,0,0.9,0,0
,Damsgaard,2,BRE,5.8,0,0,0.0,0.0,0,0,0,0.6,0,0
,Dalot,2,MUN,4.4,0,1,0.05,0.02,0,1,0,1.0,0,0
,Cucurella,2,CHE,6.1,0,0,0.18,0.0,0,0,0,21.8,0,0
,Cresswell,2,WHU,3.9,0,0,0.0,0.0,0,0,0,1.7,0,0
,Coufal,2,WHU,4.1,0,1,0.0,0.02,0,0,0,0.4,0,0
,Cook,2,BOU,4.9,5,0,0.31,0.0,0,1,2,0.0,0,0
,Colwill,2,CHE,4.8,0,0,0.0,0.0,0,0,0,0.1,0,0
,Collins,2,BRE,4.9,0,2,0.0,0.2,0,0,0,1.1,0,0
,Christie,2,BOU,5.0,0,0,0.04,0.0,0,3,0,0.1,0,0
,Chaplin,2,IPS,5.1,0,0,0.0,0.0,0,0,0,0.1,0,0
,Cash,2,AVL,4.6,0,0,0.0,0.0,0,0,0,5.2,0,0
,Carvalho,2,BRE,4.9,0,0,0.01,0.0,0,0,0,0.2,0,0
,Calvert-Lewin,2,EVE,5.5,0,1,0.0,0.05,0,0,0,1.4,0,0
,Calafiori,2,ARS,5.8,0,0,0.0,0.0,0,0,0,16.0,0,0
,Cairney,2,FUL,4.9,0,0,0.0,0.0,0,0,0,0.0,0,0
,Moises Caicedo,2,CHE,6.0,0,0,0.02,0.0,0,0,0,19.8,0,0
,Burn,2,NEW,5.2,0,2,0.01,0.28,0,0,0,10.7,0,0
,Buonanotte,2,LEI,4.7,2,0,0.19,0.0,1,3,0,0.1,0,0
,Brereton,2,SOU,4.8,0,0,0.06,0.0,0,2,0,0.1,0,0
,Bradley,2,LIV,5.0,0,0,0.01,0.0,0,0,0,0.2,0,0
,Bowen,2,WHU,7.7,3,1,0.25,0.1,0,5,2,7.6,0,1
,Bruno Fernandes,2,MUN,8.9,3,1,0.73,0.07,0,3,0,16.3,0,0
,Boly,2,NFO,3.9,0,0,0.0,0.0,0,0,0,0.5,0,0
,Bissouma,2,TOT,5.2,0,1,0.04,0.1,0,0,0,0.0,0,1
,Bergvall,2,TOT,5.4,1,0,0.02,0.0,0,0,0,0.4,0,0
,Bellegarde,2,WOL,5.2,0,0,0.01,0.0,0,0,0,0.0,0,0
,Bednarek,2,SOU,4.0,0,0,0.01,0.0,0,1,0,1.9,0,0
,Bassey,2,FUL,4.5,0,0,0.0,0.0,0,0,0,0.6,0,0
,Barnes,2,NEW,6.3,0,1,0.48,0.16,1,2,0,0.4,0,0
,Barkley,2,AVL,4.8,0,1,0.01,0.02,0,0,0,0.0,0,0
,Baleba,2,BHA,4.7,0,0,0.0,0.0,0,0,0,2.1,0,0
,Bailey,2,AVL,5.5,1,1,0.02,0.04,0,1,0,0.1,0,0
,Ayew,2,LEI,5.1,0,1,0.04,0.09,0,1,0,0.2,0,0
,Ayari,2,BHA,4.9,0,1,0.03,0.02,0,0,0,0.3,0,0
,Awoniyi,2,NFO,5.2,0,0,0.0,0.0,0,0,0,0.4,0,0
,Armstrong (Adam),2,SOU,5.1,0,1,0.01,0.02,0,0,0,0.5,0,0
,Armstrong (Harrison),2,EVE,4.5,0,0,0.0,0.0,0,0,0,0.1,0,0
,Aribo,2,SOU,4.9,0,0,0.03,0.0,0,0,0,0.1,0,0
,Areola,2,WHU,4.3,0,0,0.0,0.0,0,0,0,2.1,2,0
,Archer,2,SOU,4.8,0,0,0.02,0.0,0,0,0,1.1,0,0
,Araujo,2,BOU,3.9,0,0,0.0,0.0,0,0,0,0.7,0,0
,Joelinton,2,NEW,5.9,0,1,0.03,0.31,0,1,2,0.3,0,0
,Antonio,2,WHU,5.2,0,2,0.01,0.56,0,0,0,0.8,0,0
,Anderson,2,NFO,5.3,1,2,0.03,0.05,0,1,2,3.0,0,0
,Almirón,2,NEW,5.4,0,0,0.03,0.0,0,0,0,0.3,0,0
,Alexander-Arnold,2,LIV,7.2,4,2,0.49,0.11,0,4,0,16.7,0,0
,Ali Al Hamadi,2,IPS,4.7,0,0,0.0,0.0,0,0,0,0.2,0,0
,Akanji,2,MCI,5.4,0,0,0.16,0.0,0,1,0,0.3,0,0
,Ajer,2,BRE,4.4,0,0,0.02,0.0,0,1,0,0.2,0,0
,Ait Nouri,2,WOL,5.8,1,1,0.16,0.06,1,1,0,4.9,0,0
,Aina,2,NFO,4.7,0,0,0.09,0.0,0,1,0,2.5,0,0
,Adingra,2,BHA,5.1,0,1,0.56,0.09,1,1,0,0.5,0,0
,Álvarez (Edson),3,WHU,4.9,0,0,0.02,0.0,0,1,0,0.1,0,0
,van den Berg,3,BRE,4.5,0,0,0.01,0.0,0,0,0,0.6,0,0
,van Hecke,3,BHA,4.4,0,2,0.04,0.05,0,0,0,1.3,0,0
,van Dijk,3,LIV,6.0,0,0,0.03,0.0,0,1,2,23.6,0,0
,Gabriel Magalhães,3,ARS,6.6,0,1,0.01,0.12,0,2,0,40.9,0,0
,Evanilson,3,BOU,7.0,0,1,0.07,0.2,0,0,0,1.4,0,0
,de Ligt,3,MUN,5.0,0,0,0.0,0.0,0,0,0,3.0,0,0
,André,3,WOL,5.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Zirkzee,3,MUN,5.8,0,3,0.02,0.88,0,0,0,0.4,0,0
,Zinchenko,3,ARS,4.9,0,0,0.0,0.0,0,0,0,0.2,0,0
,Zabarnyi,3,BOU,5.0,0,1,0.0,0.19,0,0,2,0.0,0,0
,Yates,3,NFO,4.7,0,0,0.02,0.0,0,1,0,0.1,0,0
,Woolfenden,3,IPS,3.9,0,1,0.0,0.03,0,0,0,1.2,0,0
,Wood (Chris),3,NFO,7.2,0,5,0.01,0.47,0,0,0,6.5,0,0
,Wissa,3,BRE,7.4,0,6,0.25,1.09,0,3,0,0.5,0,0
